  1.41421000     0.016796809
  2.28396216     0.050502781
  3.15371432      0.10257851
  4.02346648      0.10388929
  4.89321864      0.13836301
  5.76297080      0.15435462
  6.63272296      0.13186525
  7.50247512     0.085425912
  8.37222728     0.067954984
  9.24197944     0.070913619
 10.11173160     0.029211842
 10.98148376     0.020878977
 11.85123592     0.010636107
 12.72098808    0.0070595285
 13.59074024    0.0023968691
 14.46049240     0.002359418
 15.33024456    0.0024155946
 16.19999672    0.0012358856
 17.06974887   0.00061794281
 17.93950103   0.00054304065
